Word,Frequency
prototyping communitas around shenzhen explored,1
bacon accused artisans like drebbel,1
‘ promisory equipment ’,1
later even isaac newton,1
"""), knowing new biotechnologies""",1
communities around 3d printing,1
one could even imagine ’,1
famous satoshi hidden message,1
safecast geiger counters capture,1
quartz crystal biosensor,1
dissonance ’ could look like,1
3 – 12 ).,2
governance machines bring automated biases,1
calculated publics .” science,1
‘ diy citizenship ’,1
‘ humanize ’ exchanges,1
12 hackteria wiki documentation,1
39 – 74,2
printed circuit boards reflected,1
"""‘ judgment ’, leaving""",1
‘ cunningly designed ’,1
effectively functioning command mechanism,1
bioqueer options ’ 46,1
bioart meeting ‘ democratizing,1
political theology four new chapters,1
time also imposes arbitrary defined cycles,1
embed ‘ contractual clauses,1
silicon valley entrepreneurs fixing,1
"""public ‘ body ’),""",1
‘ big science ’,2
115 – 140,1
applying futile ex post,1
reverse osmosis filtration system,1
"""word ‘ parasite ’),""",1
"""chapter 4 ), prototypes support""",1
slaves ‘ racing ’,1
‘ odd thought ’,1
open hardware kits manufactured,1
special ‘ cult ’,1
term ‘ parasite ’,1
118 – 123,1
‘ odd thought concerning,1
24 – 35 ).,1
‘ citizenship ’ scientific,1
life laboratories » journal,1
‘ whenever new products,1
‘ geek diplomacy ’,4
many enjoy without bringing,1
initial ad hoc network,1
42 – 58 ).,1
design new infrastructures often parade,1
‘ credible neutrality ’,1
"""2009b ), agamben reminds us""",1
‘ trade zone ’,3
humanitarian open source hardware,1
25 june 2017 doi,1
‘ big data ’,1
‘ artisan science ’).,1
first open source notebook,1
6th century bce,1
diy open hardware kit,1
‘ blind ’ prototyping,1
pansophic ‘ living trees,1
south collaborations involving original networks,1
bring forth new worlds,1
experimental arrangements support temporary decisions,1
warfare efforts whose economic,1
make technological choices appear inevitable,1
‘ exorcise ’ automation,1
grafted onto mechanical objects,1
‘ rational ’ agreement,1
‘ higher truth ’,1
political actors since plato ’,1
introducing open biology hardware instruments,1
insulin ‘ agency ’,1
3d printed diy pumps,1
"""‘ creating ’, designing""",1
diy instruments support citizen science,1
"""j ., altamirano allende""",1
"""market ), exploratory sandboxes support""",1
‘ advantageous ’ monopoly,1
‘ epistemic machines ’,2
"""2016 ), various data co""",1
ted homo faber interventions,1
governance machines since olive presses,1
also government regulators experimented,1
ad hoc deliberations ’,1
scientific ‘ fixes ’,1
‘ whole ’ beyond,1
‘ advantageous ’ knowledge,1
mantis shrimp invention64,1
‘ algorithmic ’ scandal,1
prevent apathy toward politics reduced,1
ergonomics society annual meeting,1
transnational open hardware accelerators,1
certain civic positioning ’,1
prototypes .................................................................. 67 3,1
green energy prototypes would power,1
open source licenses become,1
94 – 111,1
various ‘ manifestations ’,1
"""‘ sun state ’,""",2
collaboratively design new leviathans,1
way street essay ’ described,1
governance embrace open source rhetoric,1
"""1 ), 3d printers""",1
remain ‘ clean ’,1
16th participatory design conference 2020,1
connect ‘ living ’,1
"""c ., de ridder""",1
leisure .................................................................. 87 stoic,1
often without clear mandates,1
‘ sovereign ’ infrastructure,1
free athenian citizen –,1
sourced diy kit manufactured,1
radiation monitoring kit prototyped,1
peer electronic cash system,1
‘ multiparty computation theory,1
early cybernetic feedback mechanism embodies,1
modern state offered unprecedented security,1
"""chronos ), science artisans perform""",1
ascribe utterly different significance,1
new automated rituals promising singularity,1
hardcoded without human oversight,1
‘ lean startup ’,1
called lickometer circuit common,1
technical means without policy changes,1
‘ current publics echoes,1
‘ experimenta fructifera ’.,1
lithopy exploratory sandbox helped citizens,1
agenda feel comfortable continuing,1
‘ moral ’ disobedience,1
‘ accountability gap ’,1
empowerment efforts via prototypes described,1
‘ owns ’ time,1
various google services ).,1
establishes blissful clarity ’,1
prototyping must remain openly agonistic,1
debate .” big data,1
datafication .” big data,1
thales ’ insights enabled monopoly,1
lithopy villagers would make decisions,1
initial angkringan project developed,1
prototypes generate new ecologies,1
pleasures ................................................................................................ 55,1
simply ‘ liminal ’.,1
always meet predefined targets,1
different ‘ scales ’,1
future ‘ leviathans ’.,1
shanzhai copycat products attracted,1
16th century transformed rural,1
‘ dining philosophers ’,1
"""based systems ’, regardless""",1
2008 annual international conference,1
special economic zone programme,1
cosmoscopes ..................................................................... 47 folly,1
hannah arendt describes vita activa,1
‘ open ’ science,1
‘ contact language ’,2
knowledge required fewer mechanisms,1
5 http :// wiki,1
"""open estrogen project ),""",1
26 – 30 ).,1
demiurgoi .......................................................................................................... 101 interpreting,1
open future connecting various actors,1
"""digital signature ), blockchain technologies""",1
technological change without political consensus,1
using attiny microcontroller developed,1
early ‘ subjects ’,1
‘ new science ’,1
1 http :// blog,1
reliance versus peer culture,1
‘ surveillance capitalism ’,1
‘ silly mind ’,1
open hardware communitas shenzhen,1
1 – 28 ).,1
‘ science artisans ’,1
form communities around tools described,1
opendrop brought together various people,1
also ‘ actions ’,1
john locke described absolute sovereignty,1
‘ moral visions ’,1
‘ general clearing house,1
thales ’ predictive analytics,1
new ‘ clock ’,1
innovation … less noticeable,1
‘ translate ’ contracts,1
"""2001 ), cornelius debbel""",1
painting shows laboratory equipment,1
effortlessly conveys universal knowledge,1
effortlessly convey universal knowledge,2
‘ living instruments ’,2
